Area_ID,Country,Level 1,Area,Start_year,avg_pop_phase_1,avg_pop_phase_2,avg_pop_phase_3,avg_pop_phase_4,avg_pop_phase_5
SDN_West Kordofan_Ghubaish,SDN,West Kordofan,Ghubaish,2021,0.55,0.32499999999999996,0.1,0.025,0.0
SDN_West Kordofan_Ghubaish,SDN,West Kordofan,Ghubaish,2022,0.525,0.3,0.125,0.05,0.0
SDN_West Kordofan_Ghubaish,SDN,West Kordofan,Ghubaish,2023,0.2833333333333333,0.3499999999999999,0.2333333333333333,0.13333333333333333,0.0
SDN_West Kordofan_Keilak,SDN,West Kordofan,Keilak,2019,0.62,0.23,0.1,0.05,0.0
SDN_West Kordofan_Keilak,SDN,West Kordofan,Keilak,2020,0.75,0.2,0.05,0.0,0.0
SDN_West Kordofan_Keilak,SDN,West Kordofan,Keilak,2021,0.675,0.175,0.15000000000000002,0.0,0.0
SDN_West Kordofan_Keilak,SDN,West Kordofan,Keilak,2022,0.525,0.3,0.125,0.05,0.0
SDN_West Kordofan_Keilak,SDN,West Kordofan,Keilak,2023,0.20000000000000004,0.3333333333333333,0.2833333333333333,0.18333333333333335,0.0
SDN_West Kordofan_Keilak,SDN,West Kordofan,Keilak,2024,0.13333333333333333,0.3833333333333333,0.3666666666666667,0.11666666666666665,0.0
SDN_West Kordofan_Wad bandah,SDN,West Kordofan,Wad bandah,2019,0.52,0.31,0.11,0.06,0.0
SDN_West Kordofan_Wad bandah,SDN,West Kordofan,Wad bandah,2020,0.5,0.25,0.15,0.1,0.0
SDN_West Kordofan_Wad bandah,SDN,West Kordofan,Wad bandah,2021,0.675,0.2,0.1,0.025,0.0
SDN_West Kordofan_Wad bandah,SDN,West Kordofan,Wad bandah,2022,0.4,0.32499999999999996,0.175,0.1,0.0
SDN_West Kordofan_Wad bandah,SDN,West Kordofan,Wad bandah,2023,0.25,0.39999999999999997,0.19999999999999998,0.15,0.0
SDN_White Nile_Ad diwaim,SDN,White Nile,Ad diwaim,2019,0.63,0.2,0.1,0.07,0.0
SDN_White Nile_Ad diwaim,SDN,White Nile,Ad diwaim,2020,0.4,0.45,0.1,0.05,0.0
SDN_White Nile_Ad diwaim,SDN,White Nile,Ad diwaim,2021,0.45,0.425,0.07500000000000001,0.05,0.0
SDN_White Nile_Ad diwaim,SDN,White Nile,Ad diwaim,2022,0.375,0.475,0.1,0.05,0.0
SDN_White Nile_Ad diwaim,SDN,White Nile,Ad diwaim,2023,0.3833333333333333,0.4166666666666667,0.13333333333333333,0.06666666666666667,0.0
SDN_White Nile_Ad diwaim & Um Rimta,SDN,White Nile,Ad diwaim & Um Rimta,2024,0.2333333333333333,0.43333333333333335,0.2833333333333333,0.05000000000000001,0.0
SDN_White Nile_Aj jabalain,SDN,White Nile,Aj jabalain,2019,0.58,0.24,0.12,0.06,0.0
SDN_White Nile_Aj jabalain,SDN,White Nile,Aj jabalain,2020,0.35,0.45,0.15,0.05,0.0
SDN_White Nile_Aj jabalain,SDN,White Nile,Aj jabalain,2021,0.45,0.4,0.1,0.05,0.0
SDN_White Nile_Aj jabalain,SDN,White Nile,Aj jabalain,2022,0.35,0.42500000000000004,0.125,0.1,0.0
SDN_White Nile_Aj jabalain,SDN,White Nile,Aj jabalain,2023,0.3333333333333333,0.3833333333333333,0.20000000000000004,0.08333333333333333,0.0
SDN_White Nile_Aj jabalain,SDN,White Nile,Aj jabalain,2024,0.20000000000000004,0.4166666666666667,0.3,0.08333333333333333,0.0
SDN_White Nile_Al gitaina,SDN,White Nile,Al gitaina,2019,0.65,0.23,0.1,0.02,0.0
SDN_White Nile_Al gitaina,SDN,White Nile,Al gitaina,2020,0.4,0.45,0.1,0.05,0.0
SDN_White Nile_Al gitaina,SDN,White Nile,Al gitaina,2021,0.525,0.32499999999999996,0.1,0.05,0.0
SDN_White Nile_Al gitaina,SDN,White Nile,Al gitaina,2022,0.42500000000000004,0.42500000000000004,0.1,0.05,0.0
SDN_White Nile_Al gitaina,SDN,White Nile,Al gitaina,2023,0.31666666666666665,0.4666666666666666,0.16666666666666666,0.05000000000000001,0.0
SDN_White Nile_Al gitaina,SDN,White Nile,Al gitaina,2024,0.11666666666666665,0.26666666666666666,0.4166666666666667,0.20000000000000004,0.0
SDN_White Nile_As salam / ar rawat,SDN,White Nile,As salam / ar rawat,2019,0.48,0.21,0.22,0.09,0.0
SDN_White Nile_As salam / ar rawat,SDN,White Nile,As salam / ar rawat,2020,0.4,0.4,0.15,0.05,0.0
SDN_White Nile_As salam / ar rawat,SDN,White Nile,As salam / ar rawat,2021,0.4,0.42500000000000004,0.125,0.05,0.0
SDN_White Nile_As salam / ar rawat,SDN,White Nile,As salam / ar rawat,2022,0.32499999999999996,0.42500000000000004,0.175,0.07500000000000001,0.0
SDN_White Nile_As salam / ar rawat,SDN,White Nile,As salam / ar rawat,2023,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0
SDN_White Nile_As salam / ar rawat,SDN,White Nile,As salam / ar rawat,2024,0.25,0.4166666666666667,0.2833333333333333,0.05000000000000001,0.0
SDN_White Nile_Guli,SDN,White Nile,Guli,2021,0.525,0.3,0.125,0.05,0.0
SDN_White Nile_Guli,SDN,White Nile,Guli,2022,0.42500000000000004,0.42500000000000004,0.1,0.05,0.0
SDN_White Nile_Guli,SDN,White Nile,Guli,2024,0.16666666666666666,0.48333333333333334,0.26666666666666666,0.08333333333333333,0.0
SDN_White Nile_Guli / Kosti,SDN,White Nile,Guli / Kosti,2023,0.3499999999999999,0.3666666666666667,0.21666666666666667,0.06666666666666667,0.0
SDN_White Nile_Kosti,SDN,White Nile,Kosti,2019,0.63,0.23,0.09,0.05,0.0
SDN_White Nile_Kosti,SDN,White Nile,Kosti,2020,0.45,0.4,0.1,0.05,0.0
SDN_White Nile_Kosti,SDN,White Nile,Kosti,2021,0.0,0.0,0.0,0.0,0.0
SDN_White Nile_Kosti,SDN,White Nile,Kosti,2022,0.0,0.0,0.0,0.0,0.0
SDN_White Nile_Kosti,SDN,White Nile,Kosti,2024,0.21666666666666667,0.4000000000000001,0.3,0.08333333333333333,0.0
SDN_White Nile_Rabak,SDN,White Nile,Rabak,2019,0.6,0.23,0.1,0.07,0.0
SDN_White Nile_Rabak,SDN,White Nile,Rabak,2020,0.4,0.45,0.1,0.05,0.0
SDN_White Nile_Rabak,SDN,White Nile,Rabak,2021,0.5,0.4,0.1,0.0,0.0
SDN_White Nile_Rabak,SDN,White Nile,Rabak,2022,0.42500000000000004,0.42500000000000004,0.1,0.05,0.0
SDN_White Nile_Rabak,SDN,White Nile,Rabak,2023,0.3666666666666667,0.43333333333333335,0.13333333333333333,0.06666666666666667,0.0
SDN_White Nile_Rabak,SDN,White Nile,Rabak,2024,0.20000000000000004,0.3666666666666667,0.31666666666666665,0.11666666666666665,0.0
SDN_White Nile_Tendalti,SDN,White Nile,Tendalti,2019,0.52,0.29,0.1,0.09,0.0
SDN_White Nile_Tendalti,SDN,White Nile,Tendalti,2020,0.4,0.4,0.1,0.1,0.0
SDN_White Nile_Tendalti,SDN,White Nile,Tendalti,2021,0.5,0.35,0.1,0.05,0.0
SDN_White Nile_Tendalti,SDN,White Nile,Tendalti,2022,0.4,0.4,0.125,0.07500000000000001,0.0
SDN_White Nile_Tendalti,SDN,White Nile,Tendalti,2023,0.3333333333333333,0.43333333333333335,0.16666666666666666,0.06666666666666667,0.0
SDN_White Nile_Tendalti,SDN,White Nile,Tendalti,2024,0.20000000000000004,0.4166666666666667,0.3,0.08333333333333333,0.0
SDN_White Nile_Um rimta,SDN,White Nile,Um rimta,2019,0.6,0.24,0.1,0.06,0.0
SDN_White Nile_Um rimta,SDN,White Nile,Um rimta,2020,0.45,0.35,0.15,0.05,0.0
SDN_White Nile_Um rimta,SDN,White Nile,Um rimta,2021,0.45,0.4,0.1,0.05,0.0
SDN_White Nile_Um rimta,SDN,White Nile,Um rimta,2022,0.375,0.45,0.125,0.05,0.0
SDN_White Nile_Um rimta,SDN,White Nile,Um rimta,2023,0.3333333333333333,0.43333333333333335,0.16666666666666666,0.06666666666666667,0.0
SDN_White Nile_W.Nile Refugees,SDN,White Nile,W.Nile Refugees,2024,0.11666666666666665,0.31666666666666665,0.43333333333333335,0.13333333333333333,0.0
SEN_Dakar_Dakar,SEN,Dakar,Dakar,2020,0.72,0.23,0.05,0.0,0.0
SEN_Dakar_Dakar,SEN,Dakar,Dakar,2021,0.8200000000000001,0.175,0.005,0.0,0.0
SEN_Dakar_Dakar,SEN,Dakar,Dakar,2022,0.75,0.235,0.015,0.0,0.0
SEN_Dakar_Dakar,SEN,Dakar,Dakar,2023,0.86,0.125,0.015,0.0,0.0
SEN_Dakar_Dakar,SEN,Dakar,Dakar,2024,0.85,0.14,0.01,0.0,0.0
SEN_Dakar_Guediawaye,SEN,Dakar,Guediawaye,2020,0.85,0.12,0.03,0.0,0.0
SEN_Dakar_Guediawaye,SEN,Dakar,Guediawaye,2021,0.885,0.11,0.005,0.0,0.0
SEN_Dakar_Guediawaye,SEN,Dakar,Guediawaye,2022,0.735,0.22999999999999998,0.035,0.0,0.0
SEN_Dakar_Guediawaye,SEN,Dakar,Guediawaye,2023,0.86,0.11,0.03,0.0,0.0
SEN_Dakar_Guediawaye,SEN,Dakar,Guediawaye,2024,0.92,0.06,0.02,0.0,0.0
SEN_Dakar_Pikine,SEN,Dakar,Pikine,2020,0.87,0.1,0.03,0.0,0.0
SEN_Dakar_Pikine,SEN,Dakar,Pikine,2021,0.865,0.125,0.01,0.0,0.0
SEN_Dakar_Pikine,SEN,Dakar,Pikine,2022,0.815,0.165,0.02,0.0,0.0
SEN_Dakar_Pikine,SEN,Dakar,Pikine,2023,0.84,0.14,0.02,0.0,0.0
SEN_Dakar_Pikine,SEN,Dakar,Pikine,2024,0.92,0.07,0.01,0.0,0.0
SEN_Dakar_Rufisque,SEN,Dakar,Rufisque,2020,0.85,0.15,0.0,0.0,0.0
SEN_Dakar_Rufisque,SEN,Dakar,Rufisque,2021,0.865,0.125,0.01,0.0,0.0
SEN_Dakar_Rufisque,SEN,Dakar,Rufisque,2022,0.81,0.16999999999999998,0.02,0.0,0.0
SEN_Dakar_Rufisque,SEN,Dakar,Rufisque,2023,0.85,0.15,0.0,0.0,0.0
SEN_Dakar_Rufisque,SEN,Dakar,Rufisque,2024,0.85,0.14,0.01,0.0,0.0
SEN_Diourbel_Bambey,SEN,Diourbel,Bambey,2020,0.82,0.15,0.03,0.0,0.0
SEN_Diourbel_Bambey,SEN,Diourbel,Bambey,2021,0.8049999999999999,0.16499999999999998,0.03,0.0,0.0
SEN_Diourbel_Bambey,SEN,Diourbel,Bambey,2022,0.74,0.21000000000000002,0.05,0.0,0.0
SEN_Diourbel_Bambey,SEN,Diourbel,Bambey,2023,0.75,0.21000000000000002,0.04,0.0,0.0
SEN_Diourbel_Bambey,SEN,Diourbel,Bambey,2024,0.83,0.15,0.02,0.0,0.0
SEN_Diourbel_Diourbel,SEN,Diourbel,Diourbel,2020,0.73,0.22,0.05,0.0,0.0
SEN_Diourbel_Diourbel,SEN,Diourbel,Diourbel,2021,0.76,0.19,0.05,0.0,0.0
SEN_Diourbel_Diourbel,SEN,Diourbel,Diourbel,2022,0.585,0.28500000000000003,0.11499999999999999,0.015,0.0
SEN_Diourbel_Diourbel,SEN,Diourbel,Diourbel,2023,0.81,0.165,0.025,0.0,0.0
SEN_Diourbel_Diourbel,SEN,Diourbel,Diourbel,2024,0.89,0.1,0.01,0.0,0.0
SEN_Diourbel_Mbacke,SEN,Diourbel,Mbacke,2020,0.87,0.13,0.0,0.0,0.0
SEN_Diourbel_Mbacke,SEN,Diourbel,Mbacke,2021,0.81,0.16999999999999998,0.02,0.0,0.0
SEN_Diourbel_Mbacke,SEN,Diourbel,Mbacke,2022,0.76,0.21500000000000002,0.025,0.0,0.0
SEN_Diourbel_Mbacke,SEN,Diourbel,Mbacke,2023,0.825,0.16,0.015,0.0,0.0
SEN_Diourbel_Mbacke,SEN,Diourbel,Mbacke,2024,0.89,0.1,0.01,0.0,0.0
SEN_Fatick_Fatick,SEN,Fatick,Fatick,2020,0.72,0.22,0.06,0.0,0.0
SEN_Fatick_Fatick,SEN,Fatick,Fatick,2021,0.85,0.14500000000000002,0.005,0.0,0.0
SEN_Fatick_Fatick,SEN,Fatick,Fatick,2022,0.715,0.235,0.05,0.0,0.0
SEN_Fatick_Fatick,SEN,Fatick,Fatick,2023,0.79,0.185,0.025,0.0,0.0
SEN_Fatick_Fatick,SEN,Fatick,Fatick,2024,0.87,0.12,0.01,0.0,0.0
SEN_Fatick_Foundiougne,SEN,Fatick,Foundiougne,2020,0.87,0.13,0.0,0.0,0.0
SEN_Fatick_Foundiougne,SEN,Fatick,Foundiougne,2021,0.9,0.09,0.01,0.0,0.0
SEN_Fatick_Foundiougne,SEN,Fatick,Foundiougne,2022,0.815,0.16499999999999998,0.02,0.0,0.0
SEN_Fatick_Foundiougne,SEN,Fatick,Foundiougne,2023,0.83,0.16,0.01,0.0,0.0
SEN_Fatick_Foundiougne,SEN,Fatick,Foundiougne,2024,0.86,0.13,0.01,0.0,0.0
SEN_Fatick_Gossas,SEN,Fatick,Gossas,2020,0.81,0.17,0.02,0.0,0.0
SEN_Fatick_Gossas,SEN,Fatick,Gossas,2021,0.825,0.15000000000000002,0.025,0.0,0.0
SEN_Fatick_Gossas,SEN,Fatick,Gossas,2022,0.7849999999999999,0.175,0.04,0.0,0.0
SEN_Fatick_Gossas,SEN,Fatick,Gossas,2023,0.8049999999999999,0.18,0.015,0.0,0.0
SEN_Fatick_Gossas,SEN,Fatick,Gossas,2024,0.83,0.16,0.01,0.0,0.0
SEN_Kaffrine_Birkelane,SEN,Kaffrine,Birkelane,2020,0.69,0.25,0.06,0.0,0.0
SEN_Kaffrine_Birkelane,SEN,Kaffrine,Birkelane,2021,0.85,0.12000000000000001,0.030000000000000002,0.0,0.0
SEN_Kaffrine_Birkelane,SEN,Kaffrine,Birkelane,2022,0.7849999999999999,0.165,0.05,0.0,0.0
SEN_Kaffrine_Birkelane,SEN,Kaffrine,Birkelane,2023,0.7749999999999999,0.18,0.045,0.0,0.0
SEN_Kaffrine_Birkelane,SEN,Kaffrine,Birkelane,2024,0.95,0.03,0.02,0.0,0.0
SEN_Kaffrine_Kaffrine,SEN,Kaffrine,Kaffrine,2020,0.82,0.16,0.02,0.0,0.0
SEN_Kaffrine_Kaffrine,SEN,Kaffrine,Kaffrine,2021,0.825,0.16499999999999998,0.01,0.0,0.0
SEN_Kaffrine_Kaffrine,SEN,Kaffrine,Kaffrine,2022,0.74,0.22,0.04,0.0,0.0
SEN_Kaffrine_Kaffrine,SEN,Kaffrine,Kaffrine,2023,0.865,0.125,0.01,0.0,0.0
SEN_Kaffrine_Kaffrine,SEN,Kaffrine,Kaffrine,2024,0.93,0.06,0.01,0.0,0.0
SEN_Kaffrine_Koungheul,SEN,Kaffrine,Koungheul,2020,0.86,0.11,0.03,0.0,0.0
SEN_Kaffrine_Koungheul,SEN,Kaffrine,Koungheul,2021,0.85,0.135,0.015,0.0,0.0
SEN_Kaffrine_Koungheul,SEN,Kaffrine,Koungheul,2022,0.745,0.22000000000000003,0.035,0.0,0.0
SEN_Kaffrine_Koungheul,SEN,Kaffrine,Koungheul,2023,0.83,0.135,0.034999999999999996,0.0,0.0
SEN_Kaffrine_Koungheul,SEN,Kaffrine,Koungheul,2024,0.91,0.07,0.02,0.0,0.0
SEN_Kaffrine_Malem hodar,SEN,Kaffrine,Malem hodar,2020,0.84,0.16,0.0,0.03,0.0
SEN_Kaffrine_Malem hodar,SEN,Kaffrine,Malem hodar,2021,0.8200000000000001,0.155,0.025,0.0,0.0
SEN_Kaffrine_Malem hodar,SEN,Kaffrine,Malem hodar,2022,0.7,0.245,0.055,0.0,0.0
SEN_Kaffrine_Malem hodar,SEN,Kaffrine,Malem hodar,2023,0.825,0.155,0.02,0.0,0.0
SEN_Kaffrine_Malem hodar,SEN,Kaffrine,Malem hodar,2024,0.87,0.11,0.02,0.0,0.0
SEN_Kaolack_Guinguineo,SEN,Kaolack,Guinguineo,2020,0.84,0.15,0.01,0.0,0.0
SEN_Kaolack_Guinguineo,SEN,Kaolack,Guinguineo,2021,0.845,0.14,0.015,0.0,0.0
SEN_Kaolack_Guinguineo,SEN,Kaolack,Guinguineo,2022,0.7,0.265,0.034999999999999996,0.0,0.0
SEN_Kaolack_Guinguineo,SEN,Kaolack,Guinguineo,2023,0.77,0.2,0.03,0.0,0.0
SEN_Kaolack_Guinguineo,SEN,Kaolack,Guinguineo,2024,0.85,0.13,0.02,0.0,0.0
SEN_Kaolack_Kaolack,SEN,Kaolack,Kaolack,2020,0.92,0.08,0.0,0.0,0.0
SEN_Kaolack_Kaolack,SEN,Kaolack,Kaolack,2021,0.845,0.11499999999999999,0.04,0.0,0.0
SEN_Kaolack_Kaolack,SEN,Kaolack,Kaolack,2022,0.8,0.185,0.015,0.0,0.0
SEN_Kaolack_Kaolack,SEN,Kaolack,Kaolack,2023,0.835,0.135,0.03,0.0,0.0
SEN_Kaolack_Kaolack,SEN,Kaolack,Kaolack,2024,0.91,0.09,0.0,0.0,0.0
SEN_Kaolack_Nioro du rip,SEN,Kaolack,Nioro du rip,2020,0.86,0.14,0.0,0.0,0.0
SEN_Kaolack_Nioro du rip,SEN,Kaolack,Nioro du rip,2021,0.865,0.13,0.005,0.0,0.0
SEN_Kaolack_Nioro du rip,SEN,Kaolack,Nioro du rip,2022,0.79,0.2,0.01,0.0,0.0
SEN_Kaolack_Nioro du rip,SEN,Kaolack,Nioro du rip,2023,0.7749999999999999,0.185,0.04,0.0,0.0
SEN_Kaolack_Nioro du rip,SEN,Kaolack,Nioro du rip,2024,0.89,0.1,0.01,0.0,0.0
SEN_Kedougou_Kedougou,SEN,Kedougou,Kedougou,2020,0.83,0.15,0.02,0.0,0.0
SEN_Kedougou_Kedougou,SEN,Kedougou,Kedougou,2021,0.77,0.195,0.03,0.005,0.0
SEN_Kedougou_Kedougou,SEN,Kedougou,Kedougou,2022,0.685,0.255,0.06,0.0,0.0
SEN_Kedougou_Kedougou,SEN,Kedougou,Kedougou,2023,0.6799999999999999,0.25,0.07,0.0,0.0
SEN_Kedougou_Kedougou,SEN,Kedougou,Kedougou,2024,0.66,0.24,0.1,0.0,0.0
SEN_Kedougou_Salemata,SEN,Kedougou,Salemata,2020,0.55,0.31,0.13,0.01,0.0
SEN_Kedougou_Salemata,SEN,Kedougou,Salemata,2021,0.645,0.305,0.05,0.0,0.0
SEN_Kedougou_Salemata,SEN,Kedougou,Salemata,2022,0.635,0.27,0.095,0.0,0.0
SEN_Kedougou_Salemata,SEN,Kedougou,Salemata,2023,0.72,0.22,0.06,0.0,0.0
SEN_Kedougou_Salemata,SEN,Kedougou,Salemata,2024,0.65,0.23,0.11,0.01,0.0
SEN_Kedougou_Saraya,SEN,Kedougou,Saraya,2020,0.66,0.22,0.11,0.01,0.0
SEN_Kedougou_Saraya,SEN,Kedougou,Saraya,2021,0.72,0.24,0.04,0.0,0.0
SEN_Kedougou_Saraya,SEN,Kedougou,Saraya,2022,0.69,0.24,0.06999999999999999,0.0,0.0
SEN_Kedougou_Saraya,SEN,Kedougou,Saraya,2023,0.605,0.28500000000000003,0.11,0.0,0.0
SEN_Kedougou_Saraya,SEN,Kedougou,Saraya,2024,0.86,0.1,0.04,0.0,0.0
SEN_Kolda_Kolda,SEN,Kolda,Kolda,2020,0.81,0.16,0.03,0.0,0.0
SEN_Kolda_Kolda,SEN,Kolda,Kolda,2021,0.825,0.165,0.01,0.0,0.0
SEN_Kolda_Kolda,SEN,Kolda,Kolda,2022,0.8,0.165,0.035,0.0,0.0
SEN_Kolda_Kolda,SEN,Kolda,Kolda,2023,0.765,0.19,0.045,0.0,0.0
SEN_Kolda_Kolda,SEN,Kolda,Kolda,2024,0.91,0.07,0.02,0.0,0.0
SEN_Kolda_Medina yoroufoula,SEN,Kolda,Medina yoroufoula,2020,0.84,0.13,0.03,0.0,0.0
SEN_Kolda_Medina yoroufoula,SEN,Kolda,Medina yoroufoula,2021,0.865,0.12000000000000001,0.015,0.0,0.0
SEN_Kolda_Medina yoroufoula,SEN,Kolda,Medina yoroufoula,2022,0.79,0.19,0.02,0.0,0.0
SEN_Kolda_Medina yoroufoula,SEN,Kolda,Medina yoroufoula,2023,0.78,0.19,0.03,0.0,0.0
SEN_Kolda_Medina yoroufoula,SEN,Kolda,Medina yoroufoula,2024,0.91,0.07,0.02,0.0,0.0
SEN_Kolda_Velingara,SEN,Kolda,Velingara,2020,0.75,0.22,0.03,0.0,0.0
SEN_Kolda_Velingara,SEN,Kolda,Velingara,2021,0.87,0.11,0.02,0.0,0.0
SEN_Kolda_Velingara,SEN,Kolda,Velingara,2022,0.7050000000000001,0.26,0.035,0.0,0.0
SEN_Kolda_Velingara,SEN,Kolda,Velingara,2023,0.82,0.155,0.025,0.0,0.0
SEN_Kolda_Velingara,SEN,Kolda,Velingara,2024,0.85,0.13,0.02,0.0,0.0
SEN_Louga_Kebemer,SEN,Louga,Kebemer,2020,0.76,0.17,0.07,0.0,0.0
SEN_Louga_Kebemer,SEN,Louga,Kebemer,2021,0.685,0.26,0.05500000000000001,0.0,0.0
SEN_Louga_Kebemer,SEN,Louga,Kebemer,2022,0.75,0.215,0.035,0.0,0.0
SEN_Louga_Kebemer,SEN,Louga,Kebemer,2023,0.77,0.175,0.055,0.0,0.0
SEN_Louga_Kebemer,SEN,Louga,Kebemer,2024,0.82,0.17,0.01,0.0,0.0
SEN_Louga_Linguere,SEN,Louga,Linguere,2020,0.84,0.15,0.01,0.0,0.0
SEN_Louga_Linguere,SEN,Louga,Linguere,2021,0.825,0.16,0.015,0.0,0.0
SEN_Louga_Linguere,SEN,Louga,Linguere,2022,0.63,0.28,0.09,0.0,0.0
SEN_Louga_Linguere,SEN,Louga,Linguere,2023,0.7549999999999999,0.22999999999999998,0.015,0.0,0.0
SEN_Louga_Linguere,SEN,Louga,Linguere,2024,0.82,0.14,0.04,0.0,0.0
SEN_Louga_Louga,SEN,Louga,Louga,2020,0.82,0.16,0.02,0.0,0.0
SEN_Louga_Louga,SEN,Louga,Louga,2021,0.845,0.14500000000000002,0.01,0.0,0.0
SEN_Louga_Louga,SEN,Louga,Louga,2022,0.71,0.185,0.095,0.01,0.0
SEN_Louga_Louga,SEN,Louga,Louga,2023,0.735,0.185,0.075,0.005,0.0
SEN_Louga_Louga,SEN,Louga,Louga,2024,0.84,0.15,0.01,0.0,0.0
SEN_Matam_Kanel,SEN,Matam,Kanel,2020,0.62,0.28,0.1,0.0,0.0
SEN_Matam_Kanel,SEN,Matam,Kanel,2021,0.725,0.20500000000000002,0.07,0.0,0.0
SEN_Matam_Kanel,SEN,Matam,Kanel,2022,0.55,0.33999999999999997,0.11,0.0,0.0
SEN_Matam_Kanel,SEN,Matam,Kanel,2023,0.79,0.185,0.025,0.0,0.0
SEN_Matam_Kanel,SEN,Matam,Kanel,2024,0.88,0.1,0.02,0.0,0.0
SEN_Matam_Matam,SEN,Matam,Matam,2020,0.4,0.35,0.22,0.0,0.0
SEN_Matam_Matam,SEN,Matam,Matam,2021,0.745,0.21500000000000002,0.04,0.0,0.0
SEN_Matam_Matam,SEN,Matam,Matam,2022,0.5349999999999999,0.31,0.155,0.0,0.0
SEN_Matam_Matam,SEN,Matam,Matam,2023,0.7949999999999999,0.16999999999999998,0.03,0.005,0.0
SEN_Matam_Matam,SEN,Matam,Matam,2024,0.87,0.12,0.01,0.0,0.0
SEN_Matam_Ranerou,SEN,Matam,Ranerou,2020,0.46,0.35,0.17,0.02,0.0
SEN_Matam_Ranerou,SEN,Matam,Ranerou,2021,0.53,0.355,0.095,0.02,0.0
SEN_Matam_Ranerou,SEN,Matam,Ranerou,2022,0.505,0.27,0.195,0.030000000000000002,0.0
SEN_Matam_Ranerou,SEN,Matam,Ranerou,2023,0.565,0.32,0.115,0.0,0.0
SEN_Matam_Ranerou,SEN,Matam,Ranerou,2024,0.82,0.12,0.06,0.0,0.0
SEN_Saint Louis_Dagana,SEN,Saint Louis,Dagana,2020,0.89,0.1,0.01,0.0,0.0
SEN_Saint Louis_Dagana,SEN,Saint Louis,Dagana,2021,0.84,0.14500000000000002,0.015,0.0,0.0
SEN_Saint Louis_Dagana,SEN,Saint Louis,Dagana,2022,0.7949999999999999,0.19,0.015,0.0,0.0
SEN_Saint Louis_Dagana,SEN,Saint Louis,Dagana,2023,0.8,0.15,0.05,0.0,0.0
SEN_Saint Louis_Dagana,SEN,Saint Louis,Dagana,2024,0.89,0.1,0.01,0.0,0.0
SEN_Saint Louis_Podor,SEN,Saint Louis,Podor,2020,0.79,0.17,0.04,0.0,0.0
SEN_Saint Louis_Podor,SEN,Saint Louis,Podor,2021,0.73,0.23500000000000001,0.035,0.0,0.0
SEN_Saint Louis_Podor,SEN,Saint Louis,Podor,2022,0.72,0.23,0.05,0.0,0.0
SEN_Saint Louis_Podor,SEN,Saint Louis,Podor,2023,0.845,0.14,0.015,0.0,0.0
SEN_Saint Louis_Podor,SEN,Saint Louis,Podor,2024,0.82,0.15,0.03,0.0,0.0
SEN_Saint Louis_Saint louis,SEN,Saint Louis,Saint louis,2020,0.88,0.12,0.0,0.0,0.0
SEN_Saint Louis_Saint louis,SEN,Saint Louis,Saint louis,2021,0.86,0.12,0.02,0.0,0.0
SEN_Saint Louis_Saint louis,SEN,Saint Louis,Saint louis,2022,0.825,0.155,0.02,0.0,0.0
SEN_Saint Louis_Saint louis,SEN,Saint Louis,Saint louis,2023,0.74,0.20500000000000002,0.055,0.0,0.0
SEN_Saint Louis_Saint louis,SEN,Saint Louis,Saint louis,2024,0.89,0.09,0.02,0.0,0.0
SEN_Sedhiou_Bounkiling,SEN,Sedhiou,Bounkiling,2020,0.85,0.15,0.0,0.0,0.0
SEN_Sedhiou_Bounkiling,SEN,Sedhiou,Bounkiling,2021,0.85,0.125,0.025,0.0,0.0
SEN_Sedhiou_Bounkiling,SEN,Sedhiou,Bounkiling,2022,0.81,0.175,0.015,0.0,0.0
SEN_Sedhiou_Bounkiling,SEN,Sedhiou,Bounkiling,2023,0.79,0.185,0.02,0.005,0.0
SEN_Sedhiou_Bounkiling,SEN,Sedhiou,Bounkiling,2024,0.93,0.05,0.02,0.0,0.0
SEN_Sedhiou_Goudomp,SEN,Sedhiou,Goudomp,2020,0.71,0.23,0.06,0.0,0.0
SEN_Sedhiou_Goudomp,SEN,Sedhiou,Goudomp,2021,0.86,0.135,0.005,0.0,0.0
SEN_Sedhiou_Goudomp,SEN,Sedhiou,Goudomp,2022,0.735,0.215,0.05,0.0,0.0
SEN_Sedhiou_Goudomp,SEN,Sedhiou,Goudomp,2023,0.86,0.135,0.005,0.0,0.0
SEN_Sedhiou_Goudomp,SEN,Sedhiou,Goudomp,2024,0.89,0.08,0.03,0.0,0.0
SEN_Sedhiou_Sedhiou,SEN,Sedhiou,Sedhiou,2020,0.82,0.16,0.02,0.0,0.0
SEN_Sedhiou_Sedhiou,SEN,Sedhiou,Sedhiou,2021,0.875,0.125,0.0,0.0,0.0
SEN_Sedhiou_Sedhiou,SEN,Sedhiou,Sedhiou,2022,0.75,0.22999999999999998,0.02,0.0,0.0
SEN_Sedhiou_Sedhiou,SEN,Sedhiou,Sedhiou,2023,0.85,0.135,0.015,0.0,0.0
SEN_Sedhiou_Sedhiou,SEN,Sedhiou,Sedhiou,2024,0.88,0.08,0.04,0.0,0.0
SEN_Tambacounda_Bakel,SEN,Tambacounda,Bakel,2020,0.81,0.16,0.03,0.0,0.0
SEN_Tambacounda_Bakel,SEN,Tambacounda,Bakel,2021,0.86,0.115,0.025,0.0,0.0
