Area_ID,Country,Level 1,Area,Start_year,avg_pop_phase_1,avg_pop_phase_2,avg_pop_phase_3,avg_pop_phase_4,avg_pop_phase_5
SDN_South Darfur_Shattaya,SDN,South Darfur,Shattaya,2020,0.35,0.45,0.2,0.0,0.0
SDN_South Darfur_Shattaya,SDN,South Darfur,Shattaya,2021,0.625,0.2,0.125,0.05,0.0
SDN_South Darfur_Shattaya,SDN,South Darfur,Shattaya,2022,0.42500000000000004,0.375,0.175,0.025,0.0
SDN_South Darfur_Shattaya,SDN,South Darfur,Shattaya,2023,0.26666666666666666,0.3833333333333333,0.26666666666666666,0.08333333333333333,0.0
SDN_South Darfur_Tulus,SDN,South Darfur,Tulus,2019,0.6,0.25,0.15,0.0,0.0
SDN_South Darfur_Tulus,SDN,South Darfur,Tulus,2020,0.4,0.45,0.1,0.05,0.0
SDN_South Darfur_Tulus,SDN,South Darfur,Tulus,2021,0.625,0.25,0.1,0.025,0.0
SDN_South Darfur_Tulus,SDN,South Darfur,Tulus,2022,0.8,0.15000000000000002,0.05,0.0,0.0
SDN_South Darfur_Tulus,SDN,South Darfur,Tulus,2023,0.2333333333333333,0.4166666666666667,0.2833333333333333,0.06666666666666667,0.0
SDN_South Darfur_Um dafoug,SDN,South Darfur,Um dafoug,2019,0.8,0.17,0.03,0.0,0.0
SDN_South Darfur_Um dafoug,SDN,South Darfur,Um dafoug,2020,0.5,0.3,0.15,0.05,0.0
SDN_South Darfur_Um dafoug,SDN,South Darfur,Um dafoug,2021,0.575,0.275,0.125,0.025,0.0
SDN_South Darfur_Um dafoug,SDN,South Darfur,Um dafoug,2022,0.6000000000000001,0.25,0.1,0.05,0.0
SDN_South Darfur_Um dafoug,SDN,South Darfur,Um dafoug,2023,0.3333333333333333,0.3666666666666667,0.21666666666666667,0.08333333333333333,0.0
SDN_South Kordofan_Abassiya,SDN,South Kordofan,Abassiya,2020,0.35,0.3,0.3,0.05,0.0
SDN_South Kordofan_Abassiya,SDN,South Kordofan,Abassiya,2021,0.475,0.35,0.15,0.025,0.0
SDN_South Kordofan_Abassiya,SDN,South Kordofan,Abassiya,2022,0.5,0.325,0.125,0.05,0.0
SDN_South Kordofan_Abassiya,SDN,South Kordofan,Abassiya,2023,0.16666666666666666,0.35000000000000003,0.3333333333333333,0.15,0.0
SDN_South Kordofan_Abassiya,SDN,South Kordofan,Abassiya,2024,0.18333333333333335,0.3833333333333333,0.3666666666666667,0.06666666666666667,0.0
SDN_South Kordofan_Abu Jubayhah & Ar Rashad,SDN,South Kordofan,Abu Jubayhah & Ar Rashad,2024,0.2333333333333333,0.3666666666666667,0.3333333333333333,0.06666666666666667,0.0
SDN_South Kordofan_Abu jubayhah,SDN,South Kordofan,Abu jubayhah,2019,0.48,0.33,0.11,0.08,0.0
SDN_South Kordofan_Abu jubayhah,SDN,South Kordofan,Abu jubayhah,2020,0.35,0.5,0.15,0.0,0.0
SDN_South Kordofan_Abu jubayhah,SDN,South Kordofan,Abu jubayhah,2021,0.5,0.4,0.1,0.0,0.0
SDN_South Kordofan_Abu jubayhah,SDN,South Kordofan,Abu jubayhah,2022,0.525,0.3,0.15,0.025,0.0
SDN_South Kordofan_Abu jubayhah,SDN,South Kordofan,Abu jubayhah,2023,0.16666666666666666,0.4166666666666667,0.35000000000000003,0.06666666666666667,0.0
SDN_South Kordofan_Abu kershola,SDN,South Kordofan,Abu kershola,2020,0.2,0.3,0.35,0.15,0.0
SDN_South Kordofan_Abu kershola,SDN,South Kordofan,Abu kershola,2021,0.45,0.375,0.125,0.05,0.0
SDN_South Kordofan_Abu kershola,SDN,South Kordofan,Abu kershola,2022,0.42500000000000004,0.375,0.15000000000000002,0.05,0.0
SDN_South Kordofan_Abu kershola,SDN,South Kordofan,Abu kershola,2023,0.21666666666666667,0.3666666666666667,0.3,0.11666666666666665,0.0
SDN_South Kordofan_Abu kershola,SDN,South Kordofan,Abu kershola,2024,0.18333333333333335,0.35000000000000003,0.35000000000000003,0.11666666666666665,0.0
"SDN_South Kordofan_Al Leri, Ghadeer & Talawdi",SDN,South Kordofan,"Al Leri, Ghadeer & Talawdi",2024,0.25,0.3499999999999999,0.3,0.10000000000000002,0.0
SDN_South Kordofan_Al buram,SDN,South Kordofan,Al buram,2020,0.2,0.2,0.35,0.25,0.0
SDN_South Kordofan_Al buram,SDN,South Kordofan,Al buram,2021,0.42500000000000004,0.375,0.15,0.05,0.0
SDN_South Kordofan_Al buram,SDN,South Kordofan,Al buram,2022,0.375,0.35,0.175,0.1,0.0
SDN_South Kordofan_Al buram,SDN,South Kordofan,Al buram,2023,0.15,0.35000000000000003,0.31666666666666665,0.18333333333333335,0.0
SDN_South Kordofan_Al buram,SDN,South Kordofan,Al buram,2024,0.15,0.3666666666666667,0.31666666666666665,0.16666666666666666,0.0
SDN_South Kordofan_Al leri,SDN,South Kordofan,Al leri,2020,0.25,0.55,0.15,0.05,0.0
SDN_South Kordofan_Al leri,SDN,South Kordofan,Al leri,2021,0.475,0.375,0.15,0.0,0.0
SDN_South Kordofan_Al leri,SDN,South Kordofan,Al leri,2022,0.575,0.275,0.1,0.05,0.0
SDN_South Kordofan_Al leri,SDN,South Kordofan,Al leri,2023,0.20000000000000004,0.35000000000000003,0.3333333333333333,0.11666666666666665,0.0
SDN_South Kordofan_Al quoz,SDN,South Kordofan,Al quoz,2019,0.4,0.48,0.09,0.03,0.0
SDN_South Kordofan_Al quoz,SDN,South Kordofan,Al quoz,2020,0.2,0.45,0.3,0.05,0.0
SDN_South Kordofan_Al quoz,SDN,South Kordofan,Al quoz,2021,0.475,0.35,0.15,0.025,0.0
SDN_South Kordofan_Al quoz,SDN,South Kordofan,Al quoz,2022,0.45,0.375,0.125,0.05,0.0
SDN_South Kordofan_Al quoz,SDN,South Kordofan,Al quoz,2023,0.18333333333333335,0.4166666666666667,0.25,0.15,0.0
SDN_South Kordofan_Al quoz,SDN,South Kordofan,Al quoz,2024,0.10000000000000002,0.3666666666666667,0.39999999999999997,0.13333333333333333,0.0
SDN_South Kordofan_Ar rashad,SDN,South Kordofan,Ar rashad,2019,0.48,0.33,0.09,0.1,0.0
SDN_South Kordofan_Ar rashad,SDN,South Kordofan,Ar rashad,2020,0.35,0.5,0.15,0.0,0.0
SDN_South Kordofan_Ar rashad,SDN,South Kordofan,Ar rashad,2021,0.475,0.4,0.125,0.0,0.0
SDN_South Kordofan_Ar rashad,SDN,South Kordofan,Ar rashad,2022,0.45,0.35,0.125,0.07500000000000001,0.0
SDN_South Kordofan_Ar rashad,SDN,South Kordofan,Ar rashad,2023,0.18333333333333335,0.45,0.2833333333333333,0.08333333333333333,0.0
SDN_South Kordofan_Ar reif ash shargi,SDN,South Kordofan,Ar reif ash shargi,2020,0.25,0.45,0.25,0.05,0.0
SDN_South Kordofan_Ar reif ash shargi,SDN,South Kordofan,Ar reif ash shargi,2021,0.45,0.375,0.15,0.025,0.0
SDN_South Kordofan_Ar reif ash shargi,SDN,South Kordofan,Ar reif ash shargi,2022,0.42500000000000004,0.4,0.125,0.05,0.0
SDN_South Kordofan_Ar reif ash shargi,SDN,South Kordofan,Ar reif ash shargi,2023,0.20000000000000004,0.35000000000000003,0.3333333333333333,0.11666666666666668,0.0
SDN_South Kordofan_Ar reif ash shargi,SDN,South Kordofan,Ar reif ash shargi,2024,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0
SDN_South Kordofan_At tadamon - sk,SDN,South Kordofan,At tadamon - sk,2020,0.25,0.4,0.25,0.1,0.0
SDN_South Kordofan_At tadamon - sk,SDN,South Kordofan,At tadamon - sk,2021,0.525,0.32499999999999996,0.125,0.025,0.0
SDN_South Kordofan_At tadamon - sk,SDN,South Kordofan,At tadamon - sk,2022,0.42500000000000004,0.375,0.15000000000000002,0.05,0.0
SDN_South Kordofan_At tadamon - sk,SDN,South Kordofan,At tadamon - sk,2023,0.21666666666666667,0.4166666666666667,0.2833333333333333,0.08333333333333333,0.0
SDN_South Kordofan_At tadamon - sk,SDN,South Kordofan,At tadamon - sk,2024,0.26666666666666666,0.45,0.25,0.03333333333333333,0.0
SDN_South Kordofan_Delami,SDN,South Kordofan,Delami,2020,0.2,0.3,0.35,0.15,0.0
SDN_South Kordofan_Delami,SDN,South Kordofan,Delami,2021,0.5,0.35,0.125,0.025,0.0
SDN_South Kordofan_Delami,SDN,South Kordofan,Delami,2022,0.475,0.35,0.125,0.05,0.0
SDN_South Kordofan_Delami,SDN,South Kordofan,Delami,2023,0.2333333333333333,0.3833333333333333,0.3333333333333333,0.05000000000000001,0.0
SDN_South Kordofan_Delami,SDN,South Kordofan,Delami,2024,0.10000000000000002,0.3833333333333333,0.31666666666666665,0.20000000000000004,0.0
SDN_South Kordofan_Dilling,SDN,South Kordofan,Dilling,2019,0.01,0.48,0.49,0.02,0.0
SDN_South Kordofan_Dilling,SDN,South Kordofan,Dilling,2020,0.2,0.4,0.3,0.1,0.0
SDN_South Kordofan_Dilling,SDN,South Kordofan,Dilling,2021,0.475,0.375,0.125,0.025,0.0
SDN_South Kordofan_Dilling,SDN,South Kordofan,Dilling,2022,0.45,0.375,0.125,0.05,0.0
SDN_South Kordofan_Dilling,SDN,South Kordofan,Dilling,2023,0.15,0.35000000000000003,0.31666666666666665,0.18333333333333335,0.0
SDN_South Kordofan_Dilling,SDN,South Kordofan,Dilling,2024,0.08333333333333333,0.3,0.3333333333333333,0.21666666666666667,0.06666666666666667
SDN_South Kordofan_Ghadeer,SDN,South Kordofan,Ghadeer,2020,0.25,0.45,0.25,0.05,0.0
SDN_South Kordofan_Ghadeer,SDN,South Kordofan,Ghadeer,2021,0.5,0.32499999999999996,0.15,0.025,0.0
SDN_South Kordofan_Ghadeer,SDN,South Kordofan,Ghadeer,2022,0.525,0.30000000000000004,0.125,0.05,0.0
SDN_South Kordofan_Ghadeer,SDN,South Kordofan,Ghadeer,2023,0.21666666666666667,0.3833333333333333,0.3666666666666667,0.03333333333333333,0.0
SDN_South Kordofan_Habila - sk,SDN,South Kordofan,Habila - sk,2020,0.25,0.35,0.3,0.1,0.0
SDN_South Kordofan_Habila - sk,SDN,South Kordofan,Habila - sk,2021,0.5,0.32499999999999996,0.15,0.025,0.0
SDN_South Kordofan_Habila - sk,SDN,South Kordofan,Habila - sk,2022,0.42500000000000004,0.375,0.15000000000000002,0.05,0.0
SDN_South Kordofan_Habila - sk,SDN,South Kordofan,Habila - sk,2023,0.21666666666666667,0.3666666666666667,0.31666666666666665,0.09999999999999999,0.0
SDN_South Kordofan_Habila - sk,SDN,South Kordofan,Habila - sk,2024,0.08333333333333333,0.31666666666666665,0.3333333333333333,0.20000000000000004,0.06666666666666667
SDN_South Kordofan_Heiban,SDN,South Kordofan,Heiban,2020,0.25,0.3,0.3,0.15,0.0
SDN_South Kordofan_Heiban,SDN,South Kordofan,Heiban,2021,0.4,0.35,0.2,0.05,0.0
SDN_South Kordofan_Heiban,SDN,South Kordofan,Heiban,2022,0.45,0.35,0.15000000000000002,0.05,0.0
SDN_South Kordofan_Heiban,SDN,South Kordofan,Heiban,2023,0.20000000000000004,0.39999999999999997,0.3,0.09999999999999999,0.0
SDN_South Kordofan_Heiban,SDN,South Kordofan,Heiban,2024,0.15,0.39999999999999997,0.3333333333333333,0.11666666666666665,0.0
SDN_South Kordofan_IDPs in Kadugli,SDN,South Kordofan,IDPs in Kadugli,2024,0.10000000000000002,0.31666666666666665,0.3333333333333333,0.21666666666666667,0.03333333333333333
SDN_South Kordofan_Kadugli,SDN,South Kordofan,Kadugli,2019,0.01,0.4,0.49,0.1,0.0
SDN_South Kordofan_Kadugli,SDN,South Kordofan,Kadugli,2020,0.3,0.4,0.25,0.05,0.0
SDN_South Kordofan_Kadugli,SDN,South Kordofan,Kadugli,2021,0.45,0.35,0.15000000000000002,0.05,0.0
SDN_South Kordofan_Kadugli,SDN,South Kordofan,Kadugli,2022,0.45,0.35,0.125,0.07500000000000001,0.0
SDN_South Kordofan_Kadugli,SDN,South Kordofan,Kadugli,2023,0.15,0.35000000000000003,0.31666666666666665,0.18333333333333335,0.0
SDN_South Kordofan_Kadugli,SDN,South Kordofan,Kadugli,2024,0.10000000000000002,0.31666666666666665,0.3333333333333333,0.2333333333333333,0.016666666666666666
SDN_South Kordofan_Kadugli Refugees,SDN,South Kordofan,Kadugli Refugees,2024,0.10000000000000002,0.3333333333333333,0.3,0.2333333333333333,0.03333333333333333
SDN_South Kordofan_S.Kordofan IDPs,SDN,South Kordofan,S.Kordofan IDPs,2024,0.10000000000000002,0.35000000000000003,0.3,0.21666666666666667,0.03333333333333333
SDN_South Kordofan_S.Kordofan refugees,SDN,South Kordofan,S.Kordofan refugees,2024,0.11666666666666665,0.3833333333333333,0.2833333333333333,0.20000000000000004,0.016666666666666666
SDN_South Kordofan_Talawdi,SDN,South Kordofan,Talawdi,2019,0.47,0.34,0.11,0.08,0.0
SDN_South Kordofan_Talawdi,SDN,South Kordofan,Talawdi,2020,0.3,0.45,0.2,0.05,0.0
SDN_South Kordofan_Talawdi,SDN,South Kordofan,Talawdi,2021,0.475,0.35,0.125,0.05,0.0
SDN_South Kordofan_Talawdi,SDN,South Kordofan,Talawdi,2022,0.525,0.3,0.125,0.05,0.0
SDN_South Kordofan_Talawdi,SDN,South Kordofan,Talawdi,2023,0.18333333333333335,0.4166666666666667,0.3333333333333333,0.06666666666666667,0.0
SDN_South Kordofan_Um durein,SDN,South Kordofan,Um durein,2020,0.2,0.25,0.4,0.15,0.0
SDN_South Kordofan_Um durein,SDN,South Kordofan,Um durein,2021,0.45,0.375,0.15,0.025,0.0
SDN_South Kordofan_Um durein,SDN,South Kordofan,Um durein,2022,0.45,0.32499999999999996,0.15000000000000002,0.07500000000000001,0.0
SDN_South Kordofan_Um durein,SDN,South Kordofan,Um durein,2023,0.15,0.3666666666666667,0.31666666666666665,0.16666666666666666,0.0
SDN_South Kordofan_Um durein,SDN,South Kordofan,Um durein,2024,0.16666666666666666,0.3666666666666667,0.31666666666666665,0.15,0.0
SDN_West Darfur_Ag geneina,SDN,West Darfur,Ag geneina,2020,0.5,0.2,0.2,0.1,0.0
SDN_West Darfur_Ag geneina,SDN,West Darfur,Ag geneina,2021,0.225,0.55,0.125,0.1,0.0
SDN_West Darfur_Ag geneina,SDN,West Darfur,Ag geneina,2022,0.32499999999999996,0.375,0.2,0.1,0.0
SDN_West Darfur_Ag geneina,SDN,West Darfur,Ag geneina,2023,0.10000000000000002,0.25,0.4000000000000001,0.25,0.0
SDN_West Darfur_Ag geneina,SDN,West Darfur,Ag geneina,2024,0.15,0.2833333333333333,0.3333333333333333,0.2333333333333333,0.0
SDN_West Darfur_Beida,SDN,West Darfur,Beida,2020,0.4,0.25,0.25,0.1,0.0
SDN_West Darfur_Beida,SDN,West Darfur,Beida,2021,0.3,0.525,0.1,0.07500000000000001,0.0
SDN_West Darfur_Beida,SDN,West Darfur,Beida,2022,0.3,0.32499999999999996,0.25,0.125,0.0
SDN_West Darfur_Beida,SDN,West Darfur,Beida,2023,0.13333333333333333,0.3333333333333333,0.3666666666666667,0.16666666666666666,0.0
SDN_West Darfur_Beida,SDN,West Darfur,Beida,2024,0.18333333333333335,0.3,0.3333333333333333,0.18333333333333335,0.0
SDN_West Darfur_Foro baranga,SDN,West Darfur,Foro baranga,2020,0.5,0.3,0.2,0.0,0.0
SDN_West Darfur_Foro baranga,SDN,West Darfur,Foro baranga,2021,0.3,0.55,0.125,0.025,0.0
SDN_West Darfur_Foro baranga,SDN,West Darfur,Foro baranga,2022,0.42500000000000004,0.4,0.15,0.025,0.0
SDN_West Darfur_Foro baranga,SDN,West Darfur,Foro baranga,2023,0.15,0.31666666666666665,0.3666666666666667,0.16666666666666666,0.0
SDN_West Darfur_Foro baranga,SDN,West Darfur,Foro baranga,2024,0.16666666666666666,0.2833333333333333,0.3499999999999999,0.20000000000000004,0.0
SDN_West Darfur_Habila - wd,SDN,West Darfur,Habila - wd,2020,0.5,0.2,0.2,0.1,0.0
SDN_West Darfur_Habila - wd,SDN,West Darfur,Habila - wd,2021,0.35,0.5,0.1,0.05,0.0
SDN_West Darfur_Habila - wd,SDN,West Darfur,Habila - wd,2022,0.45,0.325,0.175,0.05,0.0
SDN_West Darfur_Habila - wd,SDN,West Darfur,Habila - wd,2023,0.21666666666666667,0.3333333333333333,0.35000000000000003,0.10000000000000002,0.0
SDN_West Darfur_Habila - wd,SDN,West Darfur,Habila - wd,2024,0.20000000000000004,0.26666666666666666,0.31666666666666665,0.21666666666666667,0.0
SDN_West Darfur_Jebel moon,SDN,West Darfur,Jebel moon,2020,0.4,0.3,0.2,0.1,0.0
SDN_West Darfur_Jebel moon,SDN,West Darfur,Jebel moon,2021,0.32499999999999996,0.525,0.125,0.025,0.0
SDN_West Darfur_Jebel moon,SDN,West Darfur,Jebel moon,2022,0.25,0.32499999999999996,0.275,0.15000000000000002,0.0
SDN_West Darfur_Jebel moon,SDN,West Darfur,Jebel moon,2023,0.18333333333333335,0.25,0.4166666666666667,0.15,0.0
SDN_West Darfur_Jebel moon,SDN,West Darfur,Jebel moon,2024,0.20000000000000004,0.2833333333333333,0.3,0.21666666666666667,0.0
SDN_West Darfur_Kereneik,SDN,West Darfur,Kereneik,2020,0.5,0.2,0.3,0.0,0.0
SDN_West Darfur_Kereneik,SDN,West Darfur,Kereneik,2021,0.3,0.525,0.1,0.07500000000000001,0.0
SDN_West Darfur_Kereneik,SDN,West Darfur,Kereneik,2022,0.225,0.35,0.275,0.15000000000000002,0.0
SDN_West Darfur_Kereneik,SDN,West Darfur,Kereneik,2023,0.16666666666666666,0.3,0.3833333333333333,0.15,0.0
SDN_West Darfur_Kereneik,SDN,West Darfur,Kereneik,2024,0.13333333333333333,0.2833333333333333,0.3333333333333333,0.25,0.0
SDN_West Darfur_Kulbus,SDN,West Darfur,Kulbus,2020,0.5,0.2,0.2,0.1,0.0
SDN_West Darfur_Kulbus,SDN,West Darfur,Kulbus,2021,0.4,0.45,0.1,0.05,0.0
SDN_West Darfur_Kulbus,SDN,West Darfur,Kulbus,2022,0.475,0.32499999999999996,0.175,0.025,0.0
SDN_West Darfur_Kulbus,SDN,West Darfur,Kulbus,2023,0.19999999999999998,0.35000000000000003,0.3666666666666667,0.08333333333333333,0.0
SDN_West Darfur_Kulbus,SDN,West Darfur,Kulbus,2024,0.21666666666666667,0.31666666666666665,0.3,0.16666666666666666,0.0
SDN_West Darfur_Sirba,SDN,West Darfur,Sirba,2020,0.6,0.15,0.2,0.05,0.0
SDN_West Darfur_Sirba,SDN,West Darfur,Sirba,2021,0.35,0.475,0.125,0.05,0.0
SDN_West Darfur_Sirba,SDN,West Darfur,Sirba,2022,0.32499999999999996,0.45,0.175,0.05,0.0
SDN_West Darfur_Sirba,SDN,West Darfur,Sirba,2023,0.18333333333333335,0.3333333333333333,0.3666666666666667,0.11666666666666668,0.0
SDN_West Darfur_Sirba,SDN,West Darfur,Sirba,2024,0.10000000000000002,0.2833333333333333,0.3499999999999999,0.25,0.016666666666666666
SDN_West Darfur_W.Darfur IDPs,SDN,West Darfur,W.Darfur IDPs,2024,0.10000000000000002,0.3,0.3833333333333333,0.21666666666666667,0.0
SDN_West Kordofan_Abu Zabad & Al Idia,SDN,West Kordofan,Abu Zabad & Al Idia,2024,0.13333333333333333,0.3499999999999999,0.31666666666666665,0.20000000000000004,0.0
SDN_West Kordofan_Abu zabad,SDN,West Kordofan,Abu zabad,2019,0.58,0.3,0.08,0.04,0.0
SDN_West Kordofan_Abu zabad,SDN,West Kordofan,Abu zabad,2020,0.45,0.4,0.15,0.0,0.0
SDN_West Kordofan_Abu zabad,SDN,West Kordofan,Abu zabad,2021,0.7,0.225,0.07500000000000001,0.0,0.0
SDN_West Kordofan_Abu zabad,SDN,West Kordofan,Abu zabad,2022,0.5,0.3,0.175,0.025,0.0
SDN_West Kordofan_Abu zabad,SDN,West Kordofan,Abu zabad,2023,0.31666666666666665,0.3,0.21666666666666667,0.16666666666666666,0.0
SDN_West Kordofan_Abyei,SDN,West Kordofan,Abyei,2019,0.55,0.24,0.14,0.07,0.0
SDN_West Kordofan_Abyei,SDN,West Kordofan,Abyei,2020,0.5,0.25,0.2,0.05,0.0
SDN_West Kordofan_Abyei,SDN,West Kordofan,Abyei,2021,0.65,0.275,0.07500000000000001,0.0,0.0
SDN_West Kordofan_Abyei,SDN,West Kordofan,Abyei,2022,0.45,0.32499999999999996,0.2,0.025,0.0
SDN_West Kordofan_Abyei,SDN,West Kordofan,Abyei,2023,0.2333333333333333,0.35000000000000003,0.25,0.16666666666666666,0.0
SDN_West Kordofan_Abyei pca area,SDN,West Kordofan,Abyei pca area,2019,0.5,0.35,0.12,0.03,0.0
SDN_West Kordofan_Al Fula,SDN,West Kordofan,Al Fula,2024,0.16666666666666666,0.35000000000000003,0.3666666666666667,0.11666666666666665,0.0
"SDN_West Kordofan_Al Khiwai, Ghubaish & Wad Bandah",SDN,West Kordofan,"Al Khiwai, Ghubaish & Wad Bandah",2024,0.16666666666666666,0.43333333333333335,0.3,0.10000000000000002,0.0
"SDN_West Kordofan_Al Mujlad, Al Dibab & Al Meiram",SDN,West Kordofan,"Al Mujlad, Al Dibab & Al Meiram",2024,0.15,0.3666666666666667,0.26666666666666666,0.21666666666666667,0.0
SDN_West Kordofan_Al dibab,SDN,West Kordofan,Al dibab,2019,0.54,0.3,0.1,0.06,0.0
SDN_West Kordofan_Al dibab,SDN,West Kordofan,Al dibab,2020,0.6,0.25,0.1,0.05,0.0
SDN_West Kordofan_Al dibab,SDN,West Kordofan,Al dibab,2021,0.625,0.3,0.07500000000000001,0.0,0.0
SDN_West Kordofan_Al dibab,SDN,West Kordofan,Al dibab,2022,0.5,0.32499999999999996,0.175,0.0,0.0
SDN_West Kordofan_Al dibab,SDN,West Kordofan,Al dibab,2023,0.16666666666666666,0.3833333333333333,0.2833333333333333,0.16666666666666666,0.0
SDN_West Kordofan_Al idia,SDN,West Kordofan,Al idia,2019,0.6,0.26,0.1,0.04,0.0
SDN_West Kordofan_Al idia,SDN,West Kordofan,Al idia,2020,0.55,0.2,0.15,0.1,0.0
SDN_West Kordofan_Al idia,SDN,West Kordofan,Al idia,2021,0.45,0.4,0.15000000000000002,0.0,0.0
SDN_West Kordofan_Al idia,SDN,West Kordofan,Al idia,2022,0.5,0.3,0.125,0.07500000000000001,0.0
SDN_West Kordofan_Al idia,SDN,West Kordofan,Al idia,2023,0.2333333333333333,0.43333333333333335,0.20000000000000004,0.13333333333333333,0.0
SDN_West Kordofan_Al khiwai,SDN,West Kordofan,Al khiwai,2019,0.5,0.3,0.14,0.06,0.0
SDN_West Kordofan_Al khiwai,SDN,West Kordofan,Al khiwai,2020,0.45,0.3,0.15,0.1,0.0
SDN_West Kordofan_Al khiwai,SDN,West Kordofan,Al khiwai,2021,0.6,0.32499999999999996,0.07500000000000001,0.0,0.0
SDN_West Kordofan_Al khiwai,SDN,West Kordofan,Al khiwai,2022,0.525,0.275,0.15,0.05,0.0
SDN_West Kordofan_Al khiwai,SDN,West Kordofan,Al khiwai,2023,0.26666666666666666,0.35000000000000003,0.2333333333333333,0.15,0.0
SDN_West Kordofan_Al lagowa,SDN,West Kordofan,Al lagowa,2019,0.58,0.25,0.13,0.04,0.0
SDN_West Kordofan_Al lagowa,SDN,West Kordofan,Al lagowa,2020,0.75,0.2,0.05,0.0,0.0
SDN_West Kordofan_Al lagowa,SDN,West Kordofan,Al lagowa,2021,0.7,0.225,0.07500000000000001,0.0,0.0
SDN_West Kordofan_Al lagowa,SDN,West Kordofan,Al lagowa,2022,0.5,0.3,0.15000000000000002,0.05,0.0
SDN_West Kordofan_Al lagowa,SDN,West Kordofan,Al lagowa,2023,0.25,0.35000000000000003,0.2333333333333333,0.16666666666666666,0.0
SDN_West Kordofan_Al lagowa,SDN,West Kordofan,Al lagowa,2024,0.09999999999999999,0.26666666666666666,0.3666666666666667,0.20000000000000004,0.06666666666666667
SDN_West Kordofan_Al meiram,SDN,West Kordofan,Al meiram,2019,0.54,0.21,0.17,0.08,0.0
SDN_West Kordofan_Al meiram,SDN,West Kordofan,Al meiram,2020,0.3,0.45,0.2,0.05,0.0
SDN_West Kordofan_Al meiram,SDN,West Kordofan,Al meiram,2021,0.7,0.225,0.07500000000000001,0.0,0.0
SDN_West Kordofan_Al meiram,SDN,West Kordofan,Al meiram,2022,0.525,0.3,0.125,0.05,0.0
SDN_West Kordofan_Al meiram,SDN,West Kordofan,Al meiram,2023,0.26666666666666666,0.31666666666666665,0.26666666666666666,0.15,0.0
SDN_West Kordofan_An Nuhud,SDN,West Kordofan,An Nuhud,2024,0.18333333333333335,0.3833333333333333,0.2333333333333333,0.20000000000000004,0.0
SDN_West Kordofan_An nuhud,SDN,West Kordofan,An nuhud,2019,0.6,0.25,0.1,0.05,0.0
SDN_West Kordofan_An nuhud,SDN,West Kordofan,An nuhud,2020,0.45,0.4,0.1,0.05,0.0
SDN_West Kordofan_An nuhud,SDN,West Kordofan,An nuhud,2021,0.7,0.2,0.07500000000000001,0.025,0.0
SDN_West Kordofan_An nuhud,SDN,West Kordofan,An nuhud,2022,0.55,0.275,0.125,0.05,0.0
SDN_West Kordofan_An nuhud,SDN,West Kordofan,An nuhud,2023,0.2833333333333333,0.3333333333333333,0.2333333333333333,0.15,0.0
SDN_West Kordofan_As salam - wk,SDN,West Kordofan,As salam - wk,2019,0.65,0.3,0.04,0.01,0.0
SDN_West Kordofan_As salam - wk,SDN,West Kordofan,As salam - wk,2020,0.55,0.3,0.15,0.0,0.0
SDN_West Kordofan_As salam - wk,SDN,West Kordofan,As salam - wk,2021,0.675,0.2,0.1,0.025,0.0
SDN_West Kordofan_As salam - wk,SDN,West Kordofan,As salam - wk,2022,0.525,0.3,0.125,0.05,0.0
SDN_West Kordofan_As salam - wk,SDN,West Kordofan,As salam - wk,2023,0.26666666666666666,0.31666666666666665,0.26666666666666666,0.15,0.0
SDN_West Kordofan_As sunut,SDN,West Kordofan,As sunut,2019,0.56,0.28,0.12,0.04,0.0
SDN_West Kordofan_As sunut,SDN,West Kordofan,As sunut,2020,0.75,0.2,0.05,0.0,0.0
SDN_West Kordofan_As sunut,SDN,West Kordofan,As sunut,2021,0.725,0.15,0.125,0.0,0.0
SDN_West Kordofan_As sunut,SDN,West Kordofan,As sunut,2022,0.55,0.25,0.125,0.07500000000000001,0.0
SDN_West Kordofan_As sunut,SDN,West Kordofan,As sunut,2023,0.3333333333333333,0.3333333333333333,0.20000000000000004,0.13333333333333333,0.0
SDN_West Kordofan_As sunut,SDN,West Kordofan,As sunut,2024,0.15,0.39999999999999997,0.31666666666666665,0.06666666666666667,0.06666666666666667
SDN_West Kordofan_Babanusa,SDN,West Kordofan,Babanusa,2019,0.55,0.35,0.09,0.01,0.0
SDN_West Kordofan_Babanusa,SDN,West Kordofan,Babanusa,2020,0.45,0.3,0.2,0.05,0.0
SDN_West Kordofan_Babanusa,SDN,West Kordofan,Babanusa,2021,0.625,0.275,0.1,0.0,0.0
SDN_West Kordofan_Babanusa,SDN,West Kordofan,Babanusa,2022,0.5,0.275,0.15,0.07500000000000001,0.0
SDN_West Kordofan_Babanusa,SDN,West Kordofan,Babanusa,2023,0.18333333333333335,0.3499999999999999,0.31666666666666665,0.15,0.0
SDN_West Kordofan_Babanusa,SDN,West Kordofan,Babanusa,2024,0.06666666666666667,0.3,0.3833333333333333,0.25,0.0
SDN_West Kordofan_Ghubaish,SDN,West Kordofan,Ghubaish,2019,0.55,0.29,0.13,0.03,0.0
SDN_West Kordofan_Ghubaish,SDN,West Kordofan,Ghubaish,2020,0.5,0.25,0.2,0.05,0.0
